0.57105,0.20553,0.41711,0.030928,0.32609,0.57586,0.51055,0.24528,0.27445,0.26451,0.46341,0.78022,0.55064,1
0.88421,0.22332,0.58289,0.20619,0.28261,0.52414,0.45992,0.32075,0.49527,0.33874,0.43902,0.84615,0.72183,1
0.79737,0.27866,0.66845,0.36082,0.55435,0.55862,0.45781,0.33962,0.26498,0.32167,0.47154,0.84615,0.72539,1
0.74474,0.12055,0.48663,0.27835,0.30435,0.68966,0.59283,0.16981,0.45426,0.50683,0.43089,0.83516,0.54708,1
0.71579,0.19565,0.5615,0.27835,0.20652,0.55862,0.51055,0.30189,0.44164,0.3686,0.54472,0.59707,0.74322,1
0.97895,0.19565,0.5508,0.041237,0.22826,0.73103,0.70675,0.56604,0.7571,0.35154,0.62602,0.5348,0.62197,1
0.73684,0.16403,0.6738,0.48454,0.48913,0.67931,0.64557,0.50943,0.41325,0.45392,0.52846,0.47619,0.6077,1
0.68684,0.4664,0.64171,0.23711,0.5,0.5931,0.56751,0.075472,0.39432,0.32594,0.39024,0.76557,0.40442,1
0.53158,0.25889,0.99465,0.74227,0.58696,0.56897,0.49367,0.64151,0.47634,0.19625,0.52846,0.70696,0.39372,1
0.59211,0.17787,0.79144,0.25258,0.43478,0.55862,0.49367,0.39623,0.29968,0.28328,0.49593,0.55311,0.42939,1
0.53158,0.20356,0.39572,0.3299,0.40217,0.69655,0.56118,0.28302,0.51104,0.32082,0.3252,0.7619,0.43295,1
0.83684,0.65217,0.57754,0.42784,0.44565,0.64483,0.48734,0.32075,0.26498,0.33788,0.31707,0.75458,0.57204,1
0.76579,0.19565,0.48663,0.35052,0.41304,0.65517,0.67511,0.35849,0.52681,0.65017,0.52033,0.67033,0.70043,1
0.66579,0.19565,0.58824,0.51031,0.5,0.68276,0.51477,0.13208,0.64353,0.42406,0.4065,0.64469,0.60057,1
0.70789,0.13636,0.60963,0.31443,0.41304,0.83448,0.70253,0.11321,0.5142,0.47099,0.33333,0.58608,0.71826,1
0.34211,0.071146,0.49198,0.27835,0.33696,0.36897,0.15823,0.9434,0,0.1698,0.62602,0.14652,0.28673,2
0.35263,0.092885,0.64171,0.3866,0.30435,0.49655,0.48734,0.45283,0.52681,0.28328,0.57724,0.37729,0.28531,2
0.35263,0.08498,0.29947,0.46392,0.086957,0.38966,0.35021,0.26415,0.19874,0.2901,0.52033,0.80952,0.16548,2
0.64737,0.18182,0.47059,0.69072,0.18478,0.31034,0.31646,0.26415,0.19558,0.2099,0.4065,0.55311,0.13837,2
0.43947,0.61858,0.55615,0.63918,0.33696,0.63793,0.46624,0.56604,0.4858,0.11007,0.57724,0.68132,0.13195,2
0.25526,0.035573,0.34225,0.43299,0.17391,0.49655,0.40506,0.32075,0.32177,0.1041,0.73171,0.67766,0,2
0.29737,0.17194,0.50802,0.62887,0.21739,0.27586,0.28481,0.56604,0.36278,0.099829,0.69106,0.36264,0.15478,2
0.27632,0.1166,0.50267,0.6701,0,0.42069,0.26371,0.54717,0.30599,0.039249,0.47967,0.71062,0.2475,2
0.43684,0.15613,0.48128,0.52062,0.1087,0.13793,0.23629,0.84906,0.3817,0.15102,0.39024,0.28938,0.15478,2
0.33158,0.41304,0.45989,0.38144,0.19565,0.5069,0.40295,0.22642,0.49842,0.074232,0.54472,0.74359,0.0085592,2
0.37895,0.15415,0.4492,0.43299,1,0.52414,0.40717,0.35849,0.90536,0.11263,0.55285,0.49817,0.47004,2
0.20526,0.27273,0.73797,0.56186,0.69565,0.21379,0.13713,0.018868,0.36278,0.1041,0.38211,0.36264,0.2475,2
0.35263,0.065217,0.39572,0.40722,0.19565,0.87586,0.71941,0.20755,0.4858,0.27474,0.45528,0.54945,0.27247,2
0.34474,0.33794,0.58824,0.53608,0.30435,0.54483,0.37342,0.39623,0.28391,0.12969,0.26016,0.77289,0.11412,2
0.36579,0.35771,0.48663,0.58763,0.21739,0.24138,0.31646,1,0.31861,0.12116,0.30894,0.74359,0.026391,2
0.11316,0.59289,0.24599,0.45876,0.40217,0.75862,0.47257,0.20755,1,0.13823,0.21951,0.5641,0.20257,2
