0.16667,0.41667,0.067797,0.041667,1
0.41667,0.83333,0.033898,0.041667,1
0.22222,0.625,0.067797,0.083333,1
0.083333,0.66667,0,0.041667,1
0.11111,0.5,0.10169,0.041667,1
0.30556,0.58333,0.084746,0.125,1
0.19444,0.5,0.033898,0.041667,1
0.16667,0.45833,0.084746,0,1
0.22222,0.58333,0.084746,0.041667,1
0.055556,0.125,0.050847,0.083333,1
0.027778,0.5,0.050847,0.041667,1
0.22222,0.75,0.15254,0.125,1
0.22222,0.75,0.10169,0.041667,1
0.61111,0.33333,0.61017,0.58333,2
0.36111,0.41667,0.59322,0.58333,2
0.41667,0.29167,0.52542,0.375,2
0.36111,0.20833,0.49153,0.41667,2
0.44444,0.5,0.64407,0.70833,2
0.5,0.33333,0.50847,0.5,2
0.63889,0.41667,0.57627,0.54167,2
0.55556,0.125,0.57627,0.5,2
0.36111,0.41667,0.52542,0.5,2
0.33333,0.20833,0.50847,0.5,2
0.5,0.41667,0.61017,0.54167,2
0.19444,0.125,0.38983,0.375,2
0.77778,0.41667,0.83051,0.83333,3
0.83333,0.375,0.89831,0.70833,3
0.66667,0.20833,0.81356,0.70833,3
0.69444,0.41667,0.76271,0.83333,3
0.58333,0.5,0.72881,0.91667,3
0.94444,0.41667,0.86441,0.91667,3
0.55556,0.58333,0.77966,0.95833,3
0.58333,0.45833,0.76271,0.70833,3
0.41667,0.29167,0.69492,0.75,3
0.66667,0.54167,0.79661,1,3
0.55556,0.20833,0.67797,0.75,3
0.44444,0.41667,0.69492,0.70833,3
0.22222,0.625,0.067797,0.041667,1
0.11111,0.5,0.050847,0.041667,1
0.19444,0.66667,0.067797,0.041667,1
0.027778,0.375,0.067797,0.041667,1
0.30556,0.79167,0.050847,0.125,1
0.30556,0.58333,0.11864,0.041667,1
0.22222,0.54167,0.11864,0.16667,1
0.13889,0.58333,0.15254,0.041667,1
0.25,0.875,0.084746,0,1
0.16667,0.45833,0.084746,0,1
0.13889,0.41667,0.067797,0.083333,1
0.27778,0.70833,0.084746,0.041667,1
0.58333,0.5,0.59322,0.58333,2
0.72222,0.45833,0.66102,0.58333,2
0.38889,0.33333,0.59322,0.5,2
0.25,0.29167,0.49153,0.54167,2
0.44444,0.41667,0.54237,0.58333,2
0.47222,0.083333,0.50847,0.375,2
0.69444,0.33333,0.64407,0.54167,2
0.33333,0.16667,0.45763,0.375,2
0.47222,0.29167,0.69492,0.625,2
0.41667,0.25,0.50847,0.45833,2
0.38889,0.375,0.54237,0.5,2
0.52778,0.375,0.55932,0.5,2
0.22222,0.20833,0.33898,0.41667,2
0.55556,0.54167,0.84746,1,3
0.16667,0.20833,0.59322,0.66667,3
0.38889,0.20833,0.67797,0.79167,3
0.94444,0.75,0.9661,0.875,3
0.72222,0.5,0.79661,0.91667,3
0.94444,0.33333,0.9661,0.79167,3
0.55556,0.29167,0.66102,0.70833,3
0.80556,0.5,0.84746,0.70833,3
0.58333,0.33333,0.77966,0.83333,3
0.55556,0.33333,0.69492,0.58333,3
0.47222,0.41667,0.64407,0.70833,3
0.72222,0.45833,0.69492,0.91667,3
0.61111,0.41667,0.71186,0.79167,3
0.083333,0.45833,0.084746,0.041667,1
0.30556,0.79167,0.11864,0.125,1
0.083333,0.58333,0.067797,0.083333,1
0.16667,0.45833,0.084746,0,1
0.22222,0.75,0.084746,0.083333,1
0.19444,0.41667,0.10169,0.041667,1
0.25,0.625,0.084746,0.041667,1
0.33333,0.91667,0.067797,0.041667,1
0.33333,0.625,0.050847,0.041667,1
0.027778,0.41667,0.050847,0.041667,1
0.19444,0.625,0.050847,0.083333,1
0.19444,0.54167,0.067797,0.041667,1
0.75,0.5,0.62712,0.54167,2
0.55556,0.54167,0.62712,0.625,2
0.16667,0.16667,0.38983,0.375,2
0.36111,0.375,0.44068,0.5,2
0.52778,0.083333,0.59322,0.58333,2
0.58333,0.375,0.55932,0.5,2
0.47222,0.375,0.59322,0.58333,2
0.33333,0.16667,0.47458,0.41667,2
0.41667,0.29167,0.49153,0.45833,2
0.30556,0.41667,0.59322,0.58333,2
0.66667,0.45833,0.62712,0.58333,2
0.33333,0.25,0.57627,0.45833,2
0.38889,0.33333,0.52542,0.5,2
0.41667,0.29167,0.69492,0.75,3
0.80556,0.66667,0.86441,1,3
0.58333,0.29167,0.72881,0.75,3
0.61111,0.41667,0.76271,0.70833,3
0.66667,0.54167,0.79661,0.83333,3
0.5,0.41667,0.66102,0.70833,3
0.80556,0.41667,0.81356,0.625,3
0.86111,0.33333,0.86441,0.75,3
0.58333,0.33333,0.77966,0.875,3
0.5,0.25,0.77966,0.54167,3
0.66667,0.45833,0.77966,0.95833,3
0.66667,0.41667,0.71186,0.91667,3
