0.22081,0.42105,0.79065,0.38941,0.56786,0.062802,0.2184,0,0,1
0.27568,0.38647,0.80178,0.2648,0.58571,0.093398,0.25465,0,0,1
0.28358,0.31278,0.78842,0.29283,0.6125,0.093398,0.27509,0,0,1
0.34943,0.47669,0.83073,0.27726,0.4125,0.0096618,0.32156,0,0,1
0.37357,0.60752,0.83519,0,0.39464,0.0048309,0.33178,0,0,1
0.27261,0.30827,0.80624,0.31153,0.53214,0.095008,0.3039,0,0,1
0.2849,0.33835,0.78842,0.2866,0.56964,0.10467,0.2881,0,0,1
0.28973,0.3188,0.77506,0.29283,0.56429,0.098229,0.29089,0.028571,0.43137,1
0.28007,0.27669,0.77283,0.33956,0.63929,0.096618,0.28996,0,0.11765,1
0.29939,0.30226,0.77506,0.33022,0.5625,0.10306,0.30204,0,0,1
0.29456,0.30075,0.76392,0.28037,0.56071,0.099839,0.30948,0,0.58824,1
0.48639,0.37293,0.83964,0.15576,0.38929,0.020934,0.42658,0,0,1
0.34372,0.42857,0.7461,0.29283,0.40536,0.095008,0.32342,0,0,1
0.35601,0.37143,0.74165,0.30841,0.45536,0.096618,0.3448,0,0.21569,1
0.28051,0.41353,0.83296,0.27414,0.56786,0.095008,0.24164,0,0,1
0.48815,0.51729,0.84855,0.15265,0.275,0,0.39591,0,0,1
0.45522,0.34887,0.81292,0.18069,0.43036,0.030596,0.41078,0,0.33333,1
0.23266,0.40752,0.80401,0.38941,0.46071,0.10628,0.24164,0,0,2
0.1993,0.37744,0.77728,0.3676,0.61429,0.061192,0.24164,0,0,2
0.22081,0.34286,0.77951,0.37072,0.55,0.096618,0.25,0,0,2
0.3187,0.33083,0.83296,0.25545,0.44107,0.10306,0.32807,0,0.43137,2
0.25198,0.29173,0.64143,0.44237,0.60714,0.11755,0.28903,0,0,2
0.30948,0.28421,0.6147,0.16822,0.71429,0.056361,0.37082,0,0.39216,2
0.56848,0.46617,0.64588,0.27414,0.23929,0.012882,0.49814,0,0,2
0.71291,0.043609,0,0.1433,0.58393,0,0.88569,0,0,2
0.3209,0.40301,0.86637,0.32399,0.45893,0.082126,0.26487,0,0,2
0.24495,0.38647,0.81069,0.38629,0.48571,0.10467,0.24164,0,0.56863,2
0.24056,0.33083,0.78842,0.41433,0.5625,0.10306,0.24164,0,0.41176,2
0.2511,0.37594,0.78842,0.37072,0.54107,0.090177,0.24814,0,0,2
0.4662,0.37143,0.8196,0.26791,0.525,0.086957,0.28717,0,0,2
0.39728,0.48872,0.30067,0.41745,0.34821,0.062802,0.47677,0,0.35294,2
0.4662,0.45414,0.22494,0.33333,0.425,0.05314,0.53067,0,0,2
0.3007,0.44812,0.87528,0.38941,0.35714,0.086957,0.25836,0,0.29412,2
0.30334,0.34135,0.84633,0.24611,0.58214,0.090177,0.27416,0,0.23529,2
0.24539,0.3218,0.79287,0.42056,0.59464,0.10467,0.23792,0,0,2
0.26076,0.34135,0.77283,0.46729,0.51964,0.10628,0.25558,0,0,2
0.28709,0.4391,0.81514,0.25545,0.52857,0.017713,0.29461,0,0,3
0.24363,0.37744,0.7951,0.33956,0.51607,0.090177,0.27974,0,0.19608,3
0.2173,0.40451,0.75724,0.28972,0.51429,0.095008,0.26859,0,0,3
0.31475,0.39098,0.74388,0.38941,0.41607,0.090177,0.33086,0,0,3
0.48112,0.5203,0.84187,0.19315,0.27679,0.037037,0.3448,0,0.72549,3
0.24188,0.3203,0,0.47975,0.72679,0.1562,0.44052,0,0,5
0.55048,0.40752,0,0.40187,0.43036,0.05153,0.6329,0,0,5
0.41396,0.3188,0.35857,0.58567,0.42321,0.12238,0.39684,0.07619,1,5
0.31343,0.5609,0.49889,0.41433,0.45893,0,0.35595,0,0,6
0.080773,0.55188,0.38753,0.38941,0.84643,0,0.20074,0,0,6
0.52678,0.40752,0.74388,0.29283,0.45893,0.096618,0.31599,0,0,7
0.54873,0.7609,0.40757,0.31776,0.11071,0.049919,0.29554,0.53333,0,7
0.18876,0.51278,0,0.74455,0.63929,0.012882,0.33829,0.19365,0.098039,7
0.26866,0.59699,0,0.63863,0.61964,0,0.32714,0.20952,0,7
0.23837,0.61203,0,0.5296,0.58929,0,0.26487,0.54286,0,7
0.23047,0.54737,0,0.76324,0.54286,0,0.37361,0.17143,0,7
0.23529,0.54887,0,0.51402,0.67857,0,0.28346,0.49841,0,7
