0.28358,0.47519,0.80178,0.33333,0.52143,0.077295,0.22305,0,0,1
0.21115,0.30977,0.80401,0.41433,0.56429,0.10306,0.24535,0,0.5098,1
0.28446,0.31128,0.81514,0.3053,0.57143,0.096618,0.29089,0,0,1
0.28446,0.28271,0.79955,0.31776,0.62143,0.093398,0.28532,0,0,1
0.27875,0.31429,0.79065,0.37383,0.525,0.086957,0.28717,0,0.37255,1
0.26558,0.3985,0.77951,0.26791,0.54286,0.080515,0.27881,0,0,1
0.28665,0.28872,0.79287,0.31464,0.58393,0.098229,0.30297,0,0.27451,1
0.482,0.52331,0.85078,0.056075,0.35,0.017713,0.38476,0,0,1
0.28095,0.29774,0.76169,0.28349,0.60536,0.095008,0.29833,0,0,1
0.29148,0.37293,0.75501,0.32399,0.52679,0.095008,0.29368,0,0,1
0.3446,0.41504,0.77506,0.33022,0.38214,0.088567,0.33178,0,0,1
0.6813,0.49023,0.82405,0.13084,0.31429,0.0032206,0.40799,0,0.19608,1
0.31694,0.36241,0.63252,0.30841,0.54286,0.088567,0.33829,0,0,1
0.31124,0.3218,0.77506,0.31153,0.56071,0.096618,0.27881,0,0,1
0.28051,0.4,0.81514,0.28037,0.53214,0.091787,0.26394,0,0.21569,1
0.3784,0.46316,0.79733,0.32087,0.34107,0.019324,0.30112,0.21905,0,1
0.45522,0.34887,0.81292,0.18069,0.44821,0.030596,0.41078,0,0.33333,1
0.52019,0.38797,0.79733,0.16511,0.38929,0.019324,0.44052,0,0.058824,1
0.20149,0.62105,0.81737,0.45171,0.36786,0.025765,0.17937,0,0.23529,2
0.20983,0.35489,0.79955,0.38318,0.5875,0.10789,0.22305,0,0,2
0.20983,0.37895,0.76837,0.35514,0.6,0.098229,0.22584,0,0,2
0.22388,0.39549,0.79733,0.37383,0.51964,0.072464,0.25836,0,0,2
0.23266,0.4015,0.77728,0.38318,0.50714,0.10789,0.24628,0,0.19608,2
0.23047,0.27368,0.77506,0.49221,0.61071,0.10145,0.24628,0,0.17647,2
0.3187,0.34436,0.80624,0.23988,0.45179,0.10306,0.34387,0,0.29412,2
0.30553,0.33534,0.65924,0.35514,0.55536,0.096618,0.31227,0.044444,0,2
0.23705,0.30376,0.63474,0.35826,0.61786,0.091787,0.31227,0.034921,0.43137,2
1,0.23609,0,0.22118,0.0625,0.019324,1,0,0.47059,2
0.48595,0.55639,0,0.22118,0.51071,0.016103,0.56599,0,0.15686,2
0.67998,0.075188,0,0.14953,0.60714,0,0.85967,0,0,2
0.26032,0.44962,0.8196,0.47352,0.40179,0.10306,0.2277,0,0,2
0.32002,0.37895,0.83742,0.32087,0.4625,0.093398,0.27788,0,0,2
0.33231,0.33083,0.81514,0.39564,0.48214,0.093398,0.28996,0,0.23529,2
0.30553,0.39098,0.85746,0.29907,0.53036,0.083736,0.25,0,0,2
