1,0.5,1,0.27419,1,1,0.85608,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.57258,0.77047,0.30335,0,0.22767,0.15013,1,0.5,0.5,1,0.95348,0.75806,1,1,0.3995,0.62841,1,0.33809,1,1
1,0.5,0.98794,0.44699,0.97301,0.396,0.96403,0.35825,0.92998,0.36329,0.89883,0.26036,0.89112,0.24618,0.87314,0.19282,0.78973,0.15957,0.68926,0.13179,0.68162,0.11719,0.65949,0.10124,0.61396,0.09183,0.56829,0.08745,0.52303,0.088025,0.47869,0.09341,0.43084,0.095125,2
1,0.5,1,0.41842,1,0.44915,0.99999,0.42402,1,0.40362,0.97027,0.32425,0.97867,0.35108,0.96859,0.32794,0.97243,0.35947,0.95069,0.28309,0.93022,0.26346,0.91494,0.2439,0.9204,0.26431,0.88112,0.20815,0.82861,0.15603,0.84357,0.17732,0.82364,0.16387,2
0,0.5,1,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,1,0,1,0.5,0.5,0.5,0.5,1,0,0,1,0,1,0,1,1
1,0.5,0.98035,0.53544,1,0.52148,1,0.54656,0.95084,0.47428,0.94632,0.5129,0.91625,0.46929,0.93767,0.54915,0.88272,0.5014,0.87603,0.47352,0.82981,0.46048,0.82079,0.47036,0.77838,0.46148,0.79025,0.48897,0.74832,0.49374,0.75655,0.49993,0.76049,0.49909,2
0,0.5,0,0,1,1,1,0,0,1,1,0,0,0,0.5,0.5,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1
1,0.5,0.9562,0.52173,0.97096,0.5114,0.97352,0.52672,0.96791,0.5066,0.95955,0.53174,0.96383,0.56034,0.96024,0.53106,0.94449,0.56361,0.91872,0.5722,0.90492,0.55924,0.88521,0.57111,0.87877,0.55649,0.86775,0.56641,0.83193,0.5765,0.85462,0.55377,0.82629,0.55724,2
1,0.5,1,0.51231,0.99836,0.52431,0.98772,0.53571,0.80873,0,0.95518,0.55573,0.94231,0.7682,0.91038,0.57068,0.88465,0.57595,1,0.70501,0.82925,0.58186,0.80069,0.58258,0.77223,0.58195,0.74433,0.5801,0.7174,0.57718,0.69176,0.57339,1,1,1
1,0.5,0.95466,0.54395,0.93264,0.58444,1,0.58299,0.77594,0.84077,0.85103,0.68359,0.58143,0.71369,0.7881,0.73043,0.75533,0.74809,0.65819,0.56483,0.68912,0.77231,0.65637,0.77913,0.62428,0.78263,0.59313,0.78303,0.56317,0.78051,0.53463,0.77531,0.56068,0.83869,2
1,0.5,0.17857,0,1,0.91429,1,0,1,0.38304,1,0.9808,1,0.31161,1,0,1,0.5692,1,0,1,0.48303,0.07857,1,0.76875,0.92857,1,1,1,0,1,0,1,0,1
1,0.5,0.16032,0,0,1,1,0.81659,0.51758,0,0,0,1,1,0.94342,0,0,1,0.9192,1,1,0,0,0,0.40572,1,1,0,0,0,0,1,1,0.66806,1
1,0.5,1,0.54885,1,0.56098,1,0.61287,0.99301,0.54619,0.97465,0.59606,0.96496,0.62144,0.9462,0.64172,0.92765,0.6336,0.91828,0.66565,0.91697,0.65849,0.87414,0.69798,0.88096,0.67329,0.84226,0.71373,0.81382,0.73015,0.78395,0.73517,0.77126,0.75452,2
1,0.5,1,0.584,0.99676,0.58167,0.97308,0.66673,0.9588,0.61305,0.95704,0.68554,0.92125,0.7345,0.90505,0.74613,0.89237,0.74155,0.82546,0.78489,0.78276,0.79035,0.77793,0.8236,0.74155,0.77618,0.71659,0.84564,0.67842,0.88074,0.66961,0.83422,0.6105,0.89343,2
0,0.5,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0.82813,0.5,0.5,1,0,1
1,0.5,1,0.83892,0.90654,0.9101,0.7151,1,0.6031,0.9027,0.28064,1,0.10433,0.88546,0,0.70134,0.30477,0.20683,0.010465,0.28589,0.13459,0.1183,0.31165,0.012545,0.70683,0,0.70889,0.03352,0.62887,0,0.96785,0.32389,0.99408,0.51723,2
