0.61771,0.5076,1
0.62037,0.52085,1
0.6214,0.52912,1
0.62214,0.54332,1
0.62196,0.55205,1
0.62059,0.56682,1
0.6191,0.57577,1
0.61549,0.59071,1
0.61264,0.59962,1
0.60672,0.61427,1
0.60248,0.62287,1
0.59427,0.63678,1
0.58866,0.6448,1
0.57821,0.65749,1
0.5713,0.66464,1
0.55877,0.67566,1
0.55067,0.68168,1
0.53627,0.69061,1
0.52712,0.69524,1
0.51113,0.70167,1
0.50113,0.7047,1
0.48389,0.70829,1
0.47326,0.70953,1
0.45517,0.70999,1
0.44416,0.70929,1
0.42567,0.70644,1
0.41456,0.70369,1
0.39614,0.69739,1
0.38522,0.69256,1
0.36738,0.68278,1
0.35696,0.67587,1
0.34021,0.66267,1
0.33059,0.65375,1
0.31543,0.63729,1
0.30691,0.62649,1
0.29382,0.60703,1
0.28669,0.59453,1
0.27613,0.57242,1
0.27064,0.55845,1
0.26301,0.53414,1
0.25939,0.51899,1
0.25504,0.49298,1
0.25348,0.47699,1
0.25268,0.44987,1
0.25331,0.43341,1
0.25625,0.40582,1
0.25916,0.38928,1
0.26595,0.36191,1
0.27118,0.34571,1
0.28181,0.31926,1
0.28933,0.30382,1
0.30372,0.279,1
0.31344,0.26475,1
0.33138,0.24225,1
0.34315,0.2296,1
0.36435,0.21009,1
0.38265,0.19605,1
0.40704,0.18064,1
0.42242,0.17262,1
0.44913,0.16141,1
0.46574,0.15606,1
0.49421,0.14952,1
0.51168,0.14707,1
0.54126,0.14553,1
0.5592,0.14617,1
0.58922,0.14987,1
0.6072,0.1537,1
0.63692,0.16275,1
0.65451,0.16979,1
0.68321,0.18417,1
0.69995,0.19437,1
0.72687,0.21392,1
0.74234,0.22714,1
0.76677,0.25158,1
0.78053,0.26762,1
0.80178,0.29651,1
0.81343,0.31507,1
0.83088,0.34788,1
0.84008,0.3686,1
0.85317,0.40466,1
0.8596,0.42711,1
0.86786,0.46566,1
0.87129,0.48936,1
0.87436,0.52955,1
0.87459,0.55396,1
0.87224,0.59487,1
0.86916,0.61942,1
0.86312,0.652,1
0.85244,0.69218,1
0.84437,0.71586,1
0.83508,0.7391,1
0.82821,0.75432,1
0.81692,0.77667,1
0.78605,0.82615,1
0.76032,0.85878,1
0.74921,0.87111,1
0.72567,0.8944,1
0.70691,0.9106,1
0.66678,0.93944,1
0.63096,0.95956,1
0.60096,0.97292,1
0.57777,0.98126,1
0.56203,0.986,1
0.52184,0.99488,1
0.47242,0.99979,1
0.44742,0.99983,1
0.40558,0.99627,1
0.38051,0.99193,1
0.33906,0.98103,1
0.31453,0.97229,1
0.28239,0.95811,1
0.2434,0.93638,1
0.22078,0.92125,1
0.18465,0.89266,1
0.16404,0.87355,1
0.13169,0.8386,1
0.11362,0.81586,1
0.085936,0.77521,1
0.070895,0.74929,1
0.048642,0.70375,1
0.037069,0.67517,1
0.02091,0.62571,1
0.013166,0.59508,1
0.003637,0.54275,1
0,0.51075,1
0.38229,0.4924,2
0.37963,0.47915,2
0.3786,0.47088,2
0.37786,0.45668,2
0.37804,0.44795,2
0.37941,0.43318,2
0.3809,0.42423,2
0.38451,0.40929,2
0.38736,0.40038,2
0.39328,0.38573,2
0.39752,0.37713,2
0.40573,0.36322,2
0.41134,0.3552,2
0.42179,0.34251,2
0.4287,0.33536,2
0.44123,0.32434,2
0.44933,0.31832,2
0.46373,0.30939,2
0.47288,0.30476,2
0.48887,0.29833,2
0.49887,0.2953,2
0.51611,0.29171,2
0.52674,0.29047,2
0.54483,0.29001,2
0.55584,0.29071,2
