0.28578,0.37293,0.82183,0.31153,0.5,0.091787,0.25929,0,0,1
0.27524,0.38195,0.80624,0.29595,0.58393,0.088567,0.24535,0,0,1
0.3525,0.49774,0.79733,0.33645,0.40536,0.090177,0.26673,0,0,1
0.20808,0.32331,0.76392,0.34579,0.61964,0.11111,0.24349,0,0.47059,1
0.47454,0.54586,0.85746,0.18692,0.27679,0.024155,0.34572,0,0,1
0.27217,0.34436,0.78842,0.43614,0.52143,0.086957,0.27974,0,0.13725,1
0.26602,0.3218,0.77506,0.32399,0.57679,0.090177,0.27881,0,0,1
0.27744,0.31729,0.77951,0.2648,0.61786,0.090177,0.28996,0,0,1
0.29324,0.29474,0.78842,0.3271,0.56071,0.091787,0.30855,0,0,1
0.19842,0.38496,0.76837,0.2866,0.52321,0.090177,0.29182,0,0,1
0.29763,0.30977,0.77951,0.25857,0.575,0.10306,0.31041,0,0,1
0.48068,0.45113,0.85523,0.13396,0.34821,0.027375,0.40056,0,0,1
0.33099,0.36992,0.75056,0.27726,0.51964,0.091787,0.31599,0,0.31373,1
0.28709,0.25865,0.60356,0.31153,0.69464,0.090177,0.33736,0,0.47059,1
0.3468,0.43158,0.80624,0.25545,0.50536,0.022544,0.30948,0,0,1
0.464,0.41805,0.85969,0.1838,0.35357,0.037037,0.38197,0,0.21569,1
0.45522,0.3594,0.79733,0.19003,0.42679,0.037037,0.40799,0,0.31373,1
0.20852,0.34436,0.79733,0.38006,0.59107,0.11111,0.23513,0,0,2
0.22476,0.34135,0.79733,0.38941,0.53929,0.098229,0.24257,0,0,2
0.21861,0.4797,0.78396,0.29907,0.54821,0.059581,0.23327,0,0.27451,2
0.20852,0.31429,0.78396,0.50156,0.54464,0.11111,0.23606,0,0,2
0.2331,0.40301,0.79065,0.29907,0.53571,0.1095,0.24814,0,0,2
0.12906,0.52932,0.6882,0.55763,0.44107,0.17713,0.15335,0,0,2
0.2151,0.32632,0.76615,0.36137,0.58036,0.070853,0.26394,0,0,2
0.27568,0.22105,0.72383,0.27103,0.66786,0.099839,0.32249,0,0.47059,2
0.26997,0.24361,0.60579,0.41745,0.54643,0.11272,0.35316,0,0,2
0.70676,0.46165,0.70156,0.11526,0.13571,0.012882,0.57714,0,0,2
0.59701,0.10827,0,0.49533,0.425,0.13043,0.72584,0,0.66667,2
0.72959,0.28722,0,0.11838,0.39464,0.0096618,0.83364,0,0,2
