0.58023,0.48549,0.5625,0.35454,0.66795,0.58902,0.60522,0.62258,0.45636,0.48875,0.58526,0.60027,0.57001,0.53934,0.63666,0.60967,0.49303,0.61042,0.65337,0.48954,2
0.47427,0.34993,0.30631,0.53101,0.62322,0.46657,0.5705,0.60768,0.6183,0.80264,0.30152,0.6297,0.69012,0.43974,0.52697,0.51578,0.53686,0.65992,0.52987,0.40306,1
0.62286,0.36672,0.311,0.58028,0.57681,0.54732,0.60092,0.27846,0.74096,0.55526,0.55876,0.41996,0.48986,0.5558,0.37205,0.50399,0.34633,0.64876,0.9038,0.72892,1
0.47752,0.57028,0.4359,0.54224,0.38368,0.43162,0.60177,0.38662,0.52284,0.64646,0.55192,0.58842,0.59525,0.56021,0.58181,0.47383,0.59301,0.57412,0.534,0.46069,2
0.57549,0.58102,0.47409,0.20989,0.33585,0.75501,0.47968,0.39342,0.35565,0.46548,0.47139,0.48521,0.50114,0.55585,0.60961,0.61819,0.47982,0.49095,0.66218,0.36343,1
0.59652,0.60141,0.57203,0.48338,0.60875,0.55065,0.57465,0.65184,0.53311,0.4421,0.52394,0.46481,0.55625,0.42519,0.50215,0.56017,0.7357,0.57887,0.55319,0.57327,2
0.54238,0.63282,0.4925,0.47044,0.48087,0.45165,0.66125,0.62321,0.52108,0.6495,0.54957,0.51593,0.53398,0.5944,0.48501,0.60628,0.50734,0.49478,0.76177,0.44623,2
0.49791,0.52085,0.6398,0.48409,0.59001,0.65481,0.58153,0.56625,0.56188,0.4967,0.46453,0.51593,0.56293,0.59646,0.62948,0.55284,0.46306,0.63048,0.61896,0.52581,2
0.59118,0.49658,0.4942,0.54324,0.64752,0.38637,0.84304,0.58153,0.54949,0.39636,0.69717,0.52137,0.3116,0.44357,0.58492,0.54979,0.48585,0.45237,0.45239,0.67227,1
0.27719,0.63688,0.56742,0.64432,0.5213,0.50529,0.53084,0.56175,0.48132,0.37735,0.26735,0.73104,0.44975,0.55155,0.3893,0.23849,0.48852,0.72831,0.96441,0.4232,1
0.55668,0.5779,0.55855,0.45838,0.83808,0.5761,0.50584,0.34096,0.42428,0.5605,0.40772,0.43071,0.51726,0.33069,0.59469,0.41456,0.43261,0.68302,0.35552,0.38732,1
0.4548,0.60398,0.54531,0.4836,0.5591,0.59039,0.43298,0.53875,0.4687,0.37376,0.56021,0.52372,0.59812,0.52464,0.50062,0.51805,0.60354,0.65065,0.58616,0.51848,2
0.57629,0.47449,0.58317,0.54712,0.58153,0.56719,0.62395,0.52438,0.42041,0.4636,0.64752,0.62039,0.49578,0.48681,0.59179,0.60416,0.63172,0.55276,0.47686,0.53028,2
