0.87895,0.23913,0.60963,0.31959,0.46739,0.98966,0.66456,0.20755,0.55836,0.55631,0.30894,0.79853,0.85735,1
0.58158,0.36561,0.80749,0.53608,0.52174,0.62759,0.49578,0.49057,0.44479,0.25939,0.45528,0.60806,0.32596,1
1,0.17787,0.43316,0.17526,0.29348,0.62759,0.55696,0.30189,0.49527,0.33447,0.4878,0.57875,0.54708,1
0.86053,0.2332,0.72727,0.48454,0.54348,0.62759,0.59072,0.37736,0.49211,0.4198,0.47967,0.50549,0.71469,1
0.83158,0.16798,0.59893,0.30412,0.41304,0.8,0.75738,0.35849,0.45741,0.63311,0.60976,0.56777,1,1
0.79737,0.17589,0.49198,0.27835,0.6087,0.69655,0.59705,0.20755,0.53312,0.37287,0.49593,0.89377,0.35806,1
0.5,0.60474,0.68984,0.41237,0.34783,0.4931,0.43671,0.22642,0.49527,0.27474,0.44715,0.82418,0.35093,1
0.65,0.21146,0.66845,0.48454,0.28261,0.53448,0.4789,0.28302,0.39432,0.19113,0.52033,0.93407,0.40442,1
0.59737,0.19368,0.41711,0.3299,0.26087,0.48966,0.3903,0.26415,0.29653,0.22782,0.43902,0.54945,0.71826,1
0.67105,0.18182,0.53476,0.43814,0.3913,0.64828,0.60127,0.16981,0.4858,0.47952,0.49593,0.58974,0.88231,1
0.69737,0.21542,0.53476,0.34021,0.36957,0.49655,0.49578,0.54717,0.49211,0.21843,0.60976,0.58608,0.50785,1
0.88158,0.56324,0.49198,0.27835,0.34783,0.78276,0.59705,0.26415,0.56151,0.30887,0.45528,0.79487,0.56134,1
0.75526,0.18577,0.40642,0.27835,0.33696,0.73103,0.64346,0.15094,0.54574,0.41126,0.34959,0.75458,0.50428,1
0.73684,0.17984,0.6631,0.34021,0.26087,0.5069,0.55907,0.16981,0.59306,0.3686,0.61789,0.76923,0.70399,1
0.59474,0.24308,0.70588,0.31959,0.34783,0.69655,0.6097,0.33962,0.39432,0.40273,0.47967,0.57509,0.70756,1
0.35263,0.039526,0,0,0.19565,0.34483,0.048523,0.28302,0.0031546,0.057167,0.46341,0.20147,0.17261,2
0.60789,0.039526,0.53476,0.3299,0.43478,0.53448,0.20253,0.79245,0.0031546,0.16126,0.43902,0.24176,0.33666,2
0.24474,0.06917,0.50267,0.53608,0.33696,0.82759,0.37975,0,0.39117,0.16468,0.41463,0.68132,0.43367,2
0.16579,0.2253,0.29947,0.27835,0.29348,0.21724,0.25949,0.39623,0.23344,0.21502,0.60976,0.31868,0.10699,2
0.52632,0.031621,0.18717,0.27835,0.17391,0.33448,0.35654,0.20755,0.33123,0.28328,0.57724,0.44322,0.081312,2
0.34211,0.049407,0.31551,0.21649,0.71739,0.31724,0.31857,0.41509,0.74132,0.18089,0.47154,0.38095,0.33666,2
0.43158,0.047431,0.47059,0.38144,0.31522,0.42069,0.33755,0.32075,0.33123,0.11433,0.60976,0.69231,0.12268,2
0.16316,0.18379,0.6738,0.79381,0.19565,0.32414,0.26793,0.50943,0.29338,0.11263,0.71545,0.71062,0.20257,2
0.16053,0.26087,0.58824,0.56701,0.15217,0.33448,0.28481,0.66038,0.29653,0.12969,0.42276,0.54212,0.28673,2
0.27632,0.21542,0.51337,0.40722,0.11957,0.21379,0.24473,0.73585,0.38801,0.095563,0.4878,0.3663,0.14408,2
0.33158,0.48024,0.45455,0.38144,0.19565,0.64483,0.55907,0.60377,0.7571,0.087031,0.76423,0.57143,0.091298,2
0.38947,0.19565,0.33155,0.51031,0.16304,0.42069,0.33333,0.35849,0.33754,0.14164,0.45528,0.84249,0.28103,2
0.15263,0.12055,0.71658,0.48454,0.26087,0.6069,0.5443,0.30189,0.65615,0.11689,0.39024,0.72894,0.28673,2
0.39211,0.33399,0.43316,0.53608,0.19565,0.54138,0.40717,0.24528,0.25552,0.061433,0.34146,0.55311,0.033524,2
0.13947,0.25889,1,0.92268,0.53261,0.75862,1,0.64151,0.46057,0.40273,0.36585,0.88645,0.13338,2
0.36579,0.72925,0.73262,0.81959,0.34783,0.42069,0.37764,0.56604,0.41009,0.068259,0.35772,0.67766,0.062054,2
0.27368,0.28063,0.43316,0.53608,0.16304,0.55862,0.48734,0.45283,0.29653,0.12628,0.30894,0.73626,0.071327,2
0.35263,0.17589,0.50267,0.71649,0.19565,0.42759,0.44515,0.50943,0.47003,0.071672,0.33333,0.55311,0.045649,2
0.46842,0.31028,0.55615,0.69072,0.30435,0.058621,0.15823,0.26415,0.13249,0.37713,0.14634,0.032967,0.20114,3
0.32105,0.78656,0.63102,0.53608,0.20652,0.13793,0.027426,0.75472,0.12303,0.21928,0.21951,0,0.31526,3
0.47632,0.43874,0.66845,0.69072,0.33696,0.46207,0.054852,0.75472,0.12618,0.31058,0.33333,0.32234,0.22254,3
0.5,0.40909,0.71658,0.53608,0.28261,0.1931,0.033755,0.75472,0.10726,0.28328,0.23577,0.38095,0.22967,3
0.68158,0.83202,0.52941,0.48454,0.23913,0.35172,0.097046,0.64151,0.19243,0.26621,0.34959,0.28571,0.19401,3
