0.73913,0.50833,0.5,0,0,0.011407,0.00026889,0.01118,5.6103e-05,0.046476,0.060778,0.051546,0.02728,0.91791,0.16706,0.43643,0.055965,0.53858,0.3558,1
0.13043,0.525,0.5,0,0,0.01711,0.00016806,0.024845,0.00034196,0.040795,0.056726,0.04271,0.023383,0.93097,0.15059,0.44972,0.051546,0.57363,0.38611,1
0.059289,0.4875,0.5,0,0,0.01711,7.8427e-05,0.014907,0.00022441,0.03873,0.050243,0.044183,0.021824,0.90112,0.16706,0.45351,0.047128,0.56151,0.34556,1
0.098814,0.23333,0.5,0.33333,0,0.034221,0.00089631,0.054658,0.0022976,0.13943,0.14263,0.17158,0.1021,0.81157,0.31882,0.29981,0.17158,0.43694,0.23855,1
0.051383,0.4125,0.5,0,0,0.058935,0.0053965,0.059627,0.00073736,0.12497,0.13776,0.14212,0.09431,0.88246,0.24353,0.34915,0.14212,0.36885,0.28524,1
0.086957,0.18333,0.5,0,0,0.076046,0.0037048,0.039752,0.00056638,0.16344,0.15802,0.20619,0.12315,0.7444,0.37529,0.27704,0.20619,0.43507,0.21371,1
0.77075,0.49167,0.5,0,0,0.028517,0.00043695,0.014907,0.00012824,0.044152,0.057536,0.048601,0.0265,0.91231,0.16353,0.44782,0.054492,0.54012,0.35446,1
0.57312,0.47083,0.5,0,0,0.01711,0.00016806,0.0086956,7.7476e-05,0.042086,0.054295,0.048601,0.023383,0.90485,0.17294,0.44023,0.05081,0.56349,0.33902,1
0.086957,0.30833,0.5,0,0,0.04943,0.0010606,0.039752,0.00069461,0.12523,0.13776,0.14507,0.091972,0.8806,0.25647,0.33017,0.14507,0.39975,0.27823,1
0.12648,0.575,0.5,0,0,0.019011,0.00025395,0.016149,0.00010954,0.037955,0.029984,0.057437,0.024942,0.76679,0.23412,0.48197,0.057437,0.57834,0.1777,1
0.31225,0.35,0.5,0,0,0.041825,0.0010158,0.021118,0.00039807,0.14924,0.15559,0.17673,0.1138,0.83022,0.29882,0.31309,0.17673,0.39044,0.24793,1
0.37549,0.30417,0.5,0,0,0.051331,0.0012884,0.036025,0.0016484,0.16628,0.1718,0.19882,0.12627,0.81903,0.32706,0.27894,0.19882,0.39879,0.24264,1
